,Unnamed: 0,User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Sum_purchase,GenderInt,AgeInt,Count_purchase
416,416,1000424,M,26-35,17,0,3,0,6573609,0,2,694.0
417,417,1000425,M,26-35,12,1,1,1,979748,0,2,111.0
418,418,1000426,M,18-25,4,0,1,1,1530458,0,1,132.0
419,419,1000427,M,36-45,12,0,2,0,127321,0,3,12.0
420,420,1000429,M,18-25,0,2,1,0,2001630,0,1,206.0
421,421,1000430,F,18-25,10,2,1,1,260052,1,1,33.0
422,422,1000431,M,18-25,10,1,3,0,442237,0,1,43.0
423,423,1000432,M,46-50,16,2,1,1,238091,0,4,35.0
424,424,1000433,M,51-55,6,2,3,1,187847,0,5,27.0
425,425,1000434,F,46-50,3,2,1,0,222673,1,4,25.0
426,426,1000435,M,26-35,7,0,4,0,939581,0,2,70.0
427,427,1000436,M,18-25,4,2,1,0,797147,0,1,75.0
428,428,1000437,M,36-45,17,2,2,1,355255,0,3,32.0
429,429,1000438,M,18-25,11,0,3,0,2792112,0,1,321.0
430,430,1000439,M,36-45,14,1,3,1,549700,0,3,54.0
431,431,1000440,M,55+,1,2,2,1,155100,0,6,14.0
432,432,1000441,M,36-45,1,1,1,0,366667,0,3,29.0
433,433,1000442,M,26-35,1,0,2,0,2258438,0,2,244.0
434,434,1000443,M,26-35,3,0,0,1,249879,0,2,22.0
435,435,1000444,M,55+,0,0,3,0,624355,0,6,71.0
436,436,1000445,M,46-50,12,0,1,1,1584561,0,4,160.0
437,437,1000446,F,51-55,0,2,2,0,327032,1,5,30.0
438,438,1000447,F,46-50,11,0,1,0,167098,1,4,18.0
439,439,1000448,M,26-35,17,2,0,0,100832,0,2,11.0
440,440,1000449,M,26-35,7,2,3,0,299113,0,2,32.0
441,441,1000450,M,46-50,1,2,1,1,256616,0,4,28.0
442,442,1000451,M,55+,13,2,4,1,1175712,0,6,115.0
443,443,1000452,M,51-55,17,0,3,1,860138,0,5,73.0
444,444,1000453,M,18-25,4,1,1,0,2249709,0,1,227.0
445,445,1000454,M,26-35,20,2,2,1,1163876,0,2,147.0
446,446,1000455,F,36-45,2,0,0,0,139409,1,3,13.0
447,447,1000456,M,36-45,0,0,0,0,925393,0,3,91.0
448,448,1000457,M,18-25,4,1,2,0,1258777,0,1,140.0
449,449,1000458,M,51-55,16,2,1,1,232568,0,5,23.0
450,450,1000459,F,18-25,4,0,3,0,130256,1,1,15.0
451,451,1000460,M,46-50,18,2,2,0,133770,0,4,22.0
452,452,1000461,M,51-55,7,1,0,0,2533863,0,5,285.0
453,453,1000462,M,18-25,16,2,1,1,954229,0,1,105.0
454,454,1000463,M,26-35,7,0,4,1,400469,0,2,69.0
455,455,1000464,F,18-25,4,0,3,0,509284,1,1,56.0
456,456,1000465,M,18-25,19,2,2,0,130258,0,1,16.0
457,457,1000466,M,26-35,5,0,2,0,1121881,0,2,117.0
458,458,1000467,F,36-45,3,1,4,1,276763,1,3,39.0
459,459,1000468,F,0-17,10,1,1,0,162270,1,0,18.0
460,460,1000469,M,36-45,6,1,0,1,295735,0,3,26.0
461,461,1000470,F,0-17,10,2,2,0,216986,1,0,33.0
462,462,1000471,M,36-45,7,0,3,0,696526,0,3,60.0
463,463,1000473,F,18-25,4,0,1,0,273687,1,1,32.0
464,464,1000474,M,26-35,17,1,1,0,1533936,0,2,174.0
465,465,1000476,M,36-45,0,1,0,0,2418712,0,3,229.0
466,466,1000477,M,36-45,14,0,1,0,1454797,0,3,110.0
467,467,1000478,M,51-55,16,0,2,0,245682,0,5,26.0
468,468,1000479,M,26-35,12,2,0,0,528144,0,2,51.0
469,469,1000480,F,18-25,4,2,1,0,510436,1,1,56.0
470,470,1000481,M,46-50,7,2,2,0,969601,0,4,103.0
471,471,1000482,M,26-35,14,0,2,1,3539036,0,2,436.0
472,472,1000483,M,18-25,12,0,4,0,155614,0,1,22.0
473,473,1000484,F,0-17,10,0,2,0,165869,1,0,18.0
474,474,1000485,M,55+,7,2,2,1,224034,0,6,27.0
475,475,1000486,M,55+,0,2,0,0,223191,0,6,25.0
476,476,1000487,F,36-45,17,1,0,1,212265,1,3,26.0
477,477,1000488,M,26-35,12,1,2,1,149115,0,2,15.0
478,478,1000489,M,18-25,4,0,3,1,110421,0,1,13.0
479,479,1000490,M,0-17,10,1,1,0,429694,0,0,43.0
480,480,1000491,M,18-25,4,2,2,0,97980,0,1,9.0
481,481,1000492,M,26-35,12,0,0,0,111812,0,2,15.0
482,482,1000493,M,51-55,7,2,1,1,847881,0,5,86.0
483,483,1000495,M,18-25,10,0,1,0,288476,0,1,25.0
484,484,1000496,M,18-25,4,0,3,0,885241,0,1,67.0
485,485,1000497,F,26-35,17,2,0,0,147295,1,2,17.0
486,486,1000498,M,36-45,17,0,1,0,798918,0,3,94.0
487,487,1000499,F,26-35,1,0,1,0,1039288,1,2,119.0
488,488,1000500,F,18-25,2,0,0,0,351345,1,1,52.0
489,489,1000501,M,26-35,2,2,4,1,323164,0,2,37.0
490,490,1000502,M,36-45,6,1,1,0,133504,0,3,14.0
491,491,1000503,M,36-45,11,2,0,1,166173,0,3,15.0
492,492,1000504,M,26-35,2,2,2,0,542744,0,2,52.0
493,493,1000505,M,36-45,17,2,2,1,700731,0,3,60.0
494,494,1000506,M,26-35,16,2,1,0,456426,0,2,51.0
495,495,1000507,F,26-35,0,0,4,1,182769,1,2,21.0
496,496,1000508,M,26-35,12,1,0,0,867383,0,2,79.0
497,497,1000509,M,26-35,2,0,0,1,3699995,0,2,406.0
498,498,1000510,M,18-25,12,2,3,0,772191,0,1,62.0
499,499,1000511,F,46-50,4,2,1,1,129493,1,4,14.0
500,500,1000512,M,36-45,0,2,1,1,158297,0,3,22.0
501,501,1000513,M,26-35,0,2,4,0,649592,0,2,80.0
502,502,1000514,M,26-35,2,0,1,1,611777,0,2,54.0
503,503,1000515,M,26-35,1,0,0,1,816456,0,2,81.0
504,504,1000516,F,55+,14,2,2,0,1210786,1,6,160.0
505,505,1000517,F,26-35,14,0,1,0,752931,1,2,90.0
506,506,1000518,F,36-45,12,2,4,0,1371484,1,3,134.0
507,507,1000519,F,36-45,14,2,4,1,217106,1,3,28.0
508,508,1000520,F,36-45,20,0,2,0,1525309,1,3,167.0
509,509,1000521,M,55+,7,0,2,0,239233,0,6,23.0
510,510,1000522,M,26-35,12,2,1,0,354616,0,2,30.0
511,511,1000523,M,51-55,7,0,1,1,593667,0,5,48.0
512,512,1000524,M,18-25,0,0,0,0,5212846,0,1,558.0
513,513,1000525,M,36-45,6,2,2,0,245538,0,3,24.0
514,514,1000526,M,46-50,17,2,1,1,429159,0,4,29.0
515,515,1000527,F,26-35,2,1,2,1,86600,1,2,11.0
516,516,1000529,M,36-45,12,2,1,0,740947,0,3,62.0
517,517,1000530,M,26-35,2,0,1,1,721232,0,2,62.0
518,518,1000531,F,18-25,14,1,0,0,3661969,1,1,489.0
519,519,1000532,M,26-35,7,2,2,0,188041,0,2,16.0
520,520,1000533,M,26-35,12,0,1,0,2940570,0,2,325.0
521,521,1000534,M,26-35,15,1,3,1,542822,0,2,54.0
522,522,1000535,M,36-45,6,1,3,1,100277,0,3,11.0
523,523,1000536,M,26-35,20,2,1,0,1407088,0,2,122.0
524,524,1000538,M,55+,16,2,2,1,378958,0,6,29.0
525,525,1000539,M,26-35,2,2,4,0,942604,0,2,70.0
526,526,1000540,M,18-25,1,1,1,0,225022,0,1,23.0
527,527,1000541,F,18-25,4,2,3,0,975026,1,1,111.0
528,528,1000543,M,26-35,5,1,4,1,3645901,0,2,345.0
529,529,1000544,M,36-45,12,1,2,0,471516,0,3,47.0
530,530,1000545,M,36-45,17,2,2,0,154036,0,3,19.0
531,531,1000546,F,26-35,0,1,0,0,898026,1,2,128.0
532,532,1000547,M,36-45,12,1,3,0,537579,0,3,48.0
533,533,1000548,F,36-45,16,2,1,1,587545,1,3,70.0
534,534,1000549,M,26-35,6,0,3,0,6310604,0,2,631.0
535,535,1000550,M,46-50,8,1,1,1,5327346,0,4,548.0
536,536,1000551,M,36-45,20,0,4,1,1186467,0,3,140.0
537,537,1000552,M,51-55,18,2,3,1,676472,0,5,64.0
538,538,1000553,M,26-35,2,1,1,0,271381,0,2,37.0
539,539,1000554,M,26-35,12,2,0,1,126199,0,2,17.0
540,540,1000555,M,18-25,4,1,4,0,285440,0,1,28.0
541,541,1000556,F,26-35,9,1,4,0,1042152,1,2,127.0
542,542,1000557,M,55+,1,0,3,0,368862,0,6,29.0
543,543,1000559,F,26-35,7,2,1,0,96405,1,2,10.0
544,544,1000560,M,46-50,15,2,1,1,1116316,0,4,79.0
545,545,1000561,F,18-25,14,2,3,1,156592,1,1,18.0
546,546,1000562,M,36-45,20,2,2,0,250158,0,3,18.0
547,547,1000563,M,26-35,4,0,3,0,1586728,0,2,194.0
548,548,1000564,M,46-50,1,2,1,0,213625,0,4,22.0
549,549,1000565,M,26-35,16,1,0,0,100653,0,2,13.0
550,550,1000566,M,26-35,17,0,3,0,2114702,0,2,281.0
551,551,1000567,M,36-45,20,2,3,0,692946,0,3,43.0
552,552,1000568,F,51-55,17,2,1,1,213883,1,5,17.0
553,553,1000569,F,18-25,4,2,3,1,590043,1,1,79.0
554,554,1000570,M,26-35,4,0,4,0,1217900,0,2,143.0
555,555,1000571,M,51-55,5,2,3,1,799254,0,5,69.0
556,556,1000572,M,18-25,4,0,0,0,60660,0,1,9.0
557,557,1000573,F,36-45,2,1,0,0,216145,1,3,22.0
558,558,1000574,M,26-35,19,2,4,1,132332,0,2,11.0
559,559,1000575,M,26-35,12,1,0,1,1076848,0,2,94.0
560,560,1000576,F,46-50,15,2,1,1,382847,1,4,36.0
561,561,1000577,M,36-45,0,0,3,0,995545,0,3,84.0
562,562,1000578,M,18-25,17,2,3,0,154598,0,1,13.0
563,563,1000579,M,26-35,5,2,2,0,370946,0,2,38.0
564,564,1000580,M,0-17,10,2,1,0,260686,0,0,24.0
565,565,1000581,M,51-55,14,2,1,1,282311,0,5,33.0
566,566,1000582,M,18-25,4,2,4,0,486957,0,1,45.0
567,567,1000583,F,26-35,0,0,4,0,994841,1,2,100.0
568,568,1000584,F,26-35,0,1,1,0,252781,1,2,21.0
569,569,1000585,M,18-25,1,0,1,0,885031,0,1,85.0
570,570,1000586,M,36-45,14,2,3,1,245540,0,3,16.0
571,571,1000587,M,26-35,20,1,3,0,1363517,0,2,199.0
572,572,1000588,F,26-35,11,1,1,0,2439535,1,2,261.0
573,573,1000589,M,18-25,2,0,1,0,157733,0,1,17.0
574,574,1000590,F,36-45,6,2,1,0,970985,1,3,98.0
575,575,1000591,M,26-35,0,2,1,0,1046568,0,2,130.0
576,576,1000592,M,18-25,0,0,1,1,234872,0,1,14.0
577,577,1000593,F,51-55,1,2,4,0,395068,1,5,51.0
578,578,1000594,F,55+,13,1,3,0,704523,1,6,89.0
579,579,1000595,M,26-35,7,0,1,0,543253,0,2,57.0
580,580,1000596,F,26-35,1,2,2,1,163598,1,2,22.0
581,581,1000597,M,36-45,12,2,3,1,322571,0,3,31.0
582,582,1000598,M,36-45,7,2,1,1,160180,0,3,17.0
583,583,1000599,M,51-55,6,0,3,1,163914,0,5,17.0
584,584,1000600,M,36-45,17,2,0,1,138687,0,3,16.0
585,585,1000601,F,18-25,20,1,3,1,1647626,1,1,211.0
586,586,1000602,F,55+,6,2,2,0,912155,1,6,87.0
587,587,1000603,F,26-35,6,2,1,1,376016,1,2,36.0
588,588,1000604,M,46-50,17,2,2,1,1806758,0,4,170.0
589,589,1000605,F,18-25,4,2,0,0,700369,1,1,63.0
590,590,1000606,F,0-17,10,2,2,0,181525,1,0,21.0
591,591,1000607,M,26-35,0,2,2,1,116019,0,2,10.0
592,592,1000608,M,18-25,4,2,3,1,718554,0,1,89.0
593,593,1000609,M,26-35,7,1,1,0,418486,0,2,27.0
594,594,1000610,M,26-35,4,1,1,0,672151,0,2,69.0
595,595,1000611,M,36-45,0,2,1,0,778788,0,3,72.0
596,596,1000612,M,51-55,7,2,1,0,303968,0,5,28.0
597,597,1000613,M,36-45,20,2,1,1,406785,0,3,49.0
598,598,1000615,M,51-55,17,2,3,0,708302,0,5,53.0
599,599,1000616,M,26-35,7,1,2,0,304176,0,2,26.0
600,600,1000617,F,26-35,7,2,1,0,138586,1,2,15.0
601,601,1000618,M,26-35,0,1,3,0,227488,0,2,29.0
602,602,1000619,F,18-25,1,1,0,0,137275,1,1,17.0
603,603,1000620,M,18-25,0,0,3,0,751094,0,1,94.0
604,604,1000622,M,26-35,0,1,1,1,394269,0,2,40.0
605,605,1000623,M,26-35,17,2,3,1,1066019,0,2,88.0
606,606,1000624,M,26-35,1,1,3,0,2125649,0,2,211.0
607,607,1000625,F,36-45,12,2,2,1,167886,1,3,21.0
608,608,1000626,M,18-25,4,1,4,1,499212,0,1,40.0
609,609,1000627,M,51-55,2,2,2,1,235209,0,5,23.0
610,610,1000628,F,36-45,0,2,2,0,190723,1,3,26.0
611,611,1000629,F,0-17,10,2,2,0,982146,1,0,128.0
612,612,1000630,F,36-45,14,2,2,0,532661,1,3,66.0
613,613,1000631,M,36-45,17,2,3,1,1709673,0,3,179.0
614,614,1000632,M,46-50,17,2,2,0,198885,0,4,16.0
615,615,1000633,M,26-35,17,1,4,0,275857,0,2,28.0
616,616,1000634,F,0-17,10,2,4,0,397251,1,0,46.0
617,617,1000635,M,55+,17,2,4,1,764450,0,6,85.0
618,618,1000636,M,18-25,20,2,4,0,677599,0,1,55.0
619,619,1000637,M,36-45,12,1,2,1,1859760,0,3,199.0
620,620,1000638,M,26-35,6,2,1,1,539893,0,2,47.0
621,621,1000639,M,46-50,17,1,2,1,2205636,0,4,216.0
622,622,1000640,M,18-25,4,2,2,1,131509,0,1,13.0
623,623,1000641,F,36-45,0,0,2,1,704236,1,3,73.0
624,624,1000642,F,36-45,1,2,1,0,180949,1,3,18.0
625,625,1000643,M,26-35,2,2,0,1,231193,0,2,38.0
626,626,1000644,M,26-35,20,2,2,1,551849,0,2,64.0
627,627,1000645,M,36-45,20,0,2,0,306650,0,3,27.0
628,628,1000646,M,36-45,7,2,2,0,1824299,0,3,150.0
629,629,1000647,M,36-45,12,1,1,1,1188757,0,3,128.0
630,630,1000648,F,26-35,12,1,1,1,908219,1,2,99.0
631,631,1000649,M,26-35,4,1,2,1,469746,0,2,42.0
632,632,1000650,M,26-35,17,2,2,1,353477,0,2,26.0
633,633,1000651,M,36-45,7,1,2,0,2690827,0,3,281.0
634,634,1000652,M,18-25,20,2,3,0,680293,0,1,76.0
635,635,1000653,M,55+,13,2,3,0,111656,0,6,14.0
636,636,1000654,M,51-55,7,2,4,1,1125502,0,5,114.0
637,637,1000655,F,26-35,2,1,2,0,1416072,1,2,226.0
638,638,1000656,F,46-50,16,2,3,1,872384,1,4,93.0
639,639,1000657,F,51-55,13,2,1,0,281241,1,5,31.0
640,640,1000658,F,26-35,0,1,1,0,436639,1,2,59.0
641,641,1000659,F,26-35,0,2,4,0,541876,1,2,65.0
642,642,1000661,M,46-50,1,2,2,1,539185,0,4,40.0
643,643,1000662,M,18-25,4,1,2,0,581717,0,1,64.0
644,644,1000663,F,26-35,7,0,1,0,652574,1,2,56.0
645,645,1000664,M,36-45,18,2,2,1,940121,0,3,94.0
646,646,1000665,M,18-25,2,2,4,1,121611,0,1,16.0
647,647,1000666,F,18-25,0,2,2,0,570717,1,1,62.0
648,648,1000667,M,26-35,18,2,2,1,819675,0,2,103.0
649,649,1000668,F,26-35,3,2,2,0,263293,1,2,22.0
650,650,1000669,M,26-35,17,1,2,0,2553500,0,2,243.0
651,651,1000670,M,26-35,12,1,3,1,408062,0,2,54.0
652,652,1000671,M,18-25,4,2,0,0,987626,0,1,87.0
653,653,1000672,M,36-45,7,2,4,1,318106,0,3,24.0
654,654,1000673,M,26-35,20,0,4,0,1527014,0,2,214.0
655,655,1000674,M,26-35,17,2,4,0,694502,0,2,50.0
656,656,1000675,M,26-35,20,2,1,1,154053,0,2,23.0
657,657,1000676,M,18-25,16,1,1,1,1657010,0,1,221.0
658,658,1000677,M,51-55,2,1,1,1,975980,0,5,108.0
659,659,1000678,M,26-35,0,0,0,1,4997527,0,2,558.0
660,660,1000679,M,36-45,16,2,4,1,519796,0,3,47.0
661,661,1000680,M,26-35,12,2,1,0,187350,0,2,21.0
662,662,1000681,M,36-45,7,2,3,1,220000,0,3,21.0
663,663,1000682,M,26-35,4,2,1,0,558706,0,2,46.0
664,664,1000683,M,26-35,4,0,3,1,284753,0,2,22.0
665,665,1000685,M,26-35,4,0,1,1,621455,0,2,80.0
666,666,1000686,M,18-25,4,0,1,1,145581,0,1,13.0
667,667,1000687,F,26-35,7,2,4,0,1663605,1,2,182.0
668,668,1000688,M,55+,13,2,2,1,189305,0,6,20.0
669,669,1000689,F,51-55,0,0,0,1,608741,1,5,71.0
670,670,1000690,M,26-35,12,2,3,0,1087579,0,2,105.0
671,671,1000691,M,36-45,11,1,2,1,603348,0,3,60.0
672,672,1000692,F,26-35,0,0,0,1,3630129,1,2,342.0
673,673,1000693,M,36-45,12,0,4,1,416148,0,3,38.0
674,674,1000694,M,18-25,4,0,4,0,136717,0,1,17.0
675,675,1000695,F,18-25,1,0,2,0,1097772,1,1,120.0
676,676,1000697,F,51-55,6,0,3,1,652645,1,5,75.0
677,677,1000698,M,18-25,4,0,1,0,1319731,0,1,135.0
678,678,1000700,M,51-55,17,2,1,1,226386,0,5,18.0
679,679,1000701,F,18-25,4,1,0,0,350247,1,1,41.0
680,680,1000702,M,36-45,7,1,2,1,1994097,0,3,258.0
681,681,1000703,F,55+,1,2,2,1,102199,1,6,11.0
682,682,1000704,F,36-45,8,2,2,0,320894,1,3,39.0
683,683,1000705,M,26-35,4,2,0,1,683687,0,2,73.0
684,684,1000706,M,36-45,20,1,2,0,575402,0,3,76.0
685,685,1000707,M,36-45,7,2,1,0,401749,0,3,36.0
686,686,1000708,M,26-35,0,2,2,0,58136,0,2,5.0
687,687,1000709,M,18-25,0,2,1,0,272758,0,1,48.0
688,688,1000710,M,26-35,20,0,4,0,4647555,0,2,500.0
689,689,1000711,M,26-35,18,0,4,0,847538,0,2,84.0
690,690,1000712,M,26-35,0,1,2,0,1789386,0,2,164.0
691,691,1000713,M,36-45,7,1,3,0,1379049,0,3,136.0
692,692,1000714,M,18-25,4,1,2,0,2766413,0,1,240.0
693,693,1000715,M,18-25,0,1,1,0,550655,0,1,54.0
694,694,1000717,M,26-35,11,2,0,0,191972,0,2,23.0
695,695,1000718,M,18-25,2,2,2,0,931410,0,1,91.0
696,696,1000719,M,0-17,0,2,4,0,137864,0,0,17.0
697,697,1000720,M,18-25,0,1,0,0,1098464,0,1,127.0
698,698,1000721,F,36-45,9,1,1,0,3513729,1,3,358.0
699,699,1000722,M,26-35,12,1,4,0,319721,0,2,32.0
700,700,1000723,M,26-35,12,2,3,1,117807,0,2,13.0
701,701,1000724,M,51-55,13,1,2,1,783178,0,5,77.0
702,702,1000725,M,55+,11,0,1,0,377755,0,6,35.0
703,703,1000726,F,26-35,9,2,0,1,316709,1,2,40.0
704,704,1000727,M,36-45,11,1,4,1,1211978,0,3,146.0
705,705,1000728,M,26-35,6,2,4,0,727474,0,2,94.0
706,706,1000729,M,36-45,12,2,0,0,1164036,0,3,92.0
707,707,1000730,M,26-35,0,2,4,1,357739,0,2,33.0
708,708,1000731,M,46-50,3,0,0,1,2708543,0,4,353.0
709,709,1000732,M,26-35,7,1,4,0,851922,0,2,91.0
710,710,1000733,M,36-45,16,2,1,1,613928,0,3,63.0
711,711,1000734,M,26-35,7,2,1,1,202311,0,2,24.0
712,712,1000735,M,26-35,14,0,3,0,1989713,0,2,210.0
713,713,1000736,M,18-25,12,2,0,1,770408,0,1,72.0
714,714,1000737,M,0-17,19,0,2,0,1268781,0,0,129.0
715,715,1000738,M,18-25,17,2,1,0,228690,0,1,23.0
716,716,1000739,M,36-45,12,2,3,0,952765,0,3,76.0
717,717,1000740,M,26-35,14,2,1,0,249231,0,2,23.0
718,718,1000741,M,26-35,5,2,1,1,270271,0,2,42.0
719,719,1000742,M,18-25,0,2,1,0,291407,0,1,23.0
720,720,1000743,F,0-17,2,0,2,0,566838,1,0,76.0
721,721,1000744,M,26-35,17,1,2,0,1590080,0,2,150.0
722,722,1000745,M,0-17,10,2,2,0,99552,0,0,12.0
723,723,1000746,F,18-25,19,1,3,0,1964563,1,1,244.0
724,724,1000747,M,18-25,4,2,4,1,246522,0,1,19.0
725,725,1000748,M,26-35,0,2,4,0,449466,0,2,47.0
726,726,1000749,M,36-45,18,1,0,0,1991502,0,3,250.0
727,727,1000750,F,36-45,9,1,4,1,301112,1,3,31.0
728,728,1000751,F,26-35,17,2,3,0,167709,1,2,16.0
729,729,1000752,F,26-35,3,0,3,0,3917492,1,2,572.0
730,730,1000753,M,0-17,10,2,1,0,1220608,0,0,137.0
731,731,1000754,M,36-45,7,2,3,0,1088843,0,3,100.0
732,732,1000755,F,36-45,0,1,3,1,709695,1,3,70.0
733,733,1000756,M,36-45,0,2,2,0,257775,0,3,22.0
734,734,1000757,M,26-35,12,0,1,0,2295741,0,2,267.0
735,735,1000758,M,36-45,7,2,3,1,191003,0,3,20.0
736,736,1000759,F,55+,3,2,1,0,405055,1,6,57.0
737,737,1000760,M,55+,15,0,4,1,300165,0,6,29.0
738,738,1000761,M,18-25,7,2,3,0,153508,0,1,11.0
739,739,1000762,M,0-17,10,2,2,0,280667,0,0,23.0
740,740,1000763,M,18-25,10,2,3,0,168970,0,1,15.0
741,741,1000764,M,18-25,20,2,2,0,901095,0,1,79.0
742,742,1000765,M,26-35,17,1,1,0,2157012,0,2,214.0
743,743,1000766,F,26-35,7,2,3,1,203221,1,2,25.0
744,744,1000767,M,26-35,12,2,1,0,995626,0,2,95.0
745,745,1000768,M,26-35,12,2,2,1,348155,0,2,30.0
746,746,1000769,M,46-50,17,2,4,1,393399,0,4,40.0
747,747,1000770,M,18-25,4,1,2,1,3390787,0,1,427.0
748,748,1000771,F,51-55,1,2,0,0,116906,1,5,13.0
749,749,1000772,M,18-25,12,2,2,0,560236,0,1,55.0
750,750,1000773,M,26-35,6,1,3,0,259326,0,2,26.0
751,751,1000774,M,18-25,4,0,4,0,1214998,0,1,122.0
752,752,1000775,M,0-17,17,2,1,0,108492,0,0,11.0
753,753,1000776,F,26-35,3,1,1,0,442325,1,2,58.0
754,754,1000777,M,18-25,19,1,1,0,1963189,0,1,270.0
755,755,1000778,M,18-25,17,2,4,0,1214773,0,1,93.0
756,756,1000779,M,26-35,0,1,2,1,215026,0,2,27.0
757,757,1000780,M,26-35,17,1,3,0,3035882,0,2,294.0
758,758,1000782,M,55+,1,2,4,0,154112,0,6,15.0
759,759,1000783,M,26-35,4,0,2,0,880030,0,2,71.0
760,760,1000784,M,18-25,0,2,1,0,136635,0,1,16.0
761,761,1000785,M,18-25,19,2,4,0,788657,0,1,63.0
762,762,1000786,M,26-35,0,2,2,0,489084,0,2,37.0
763,763,1000787,M,18-25,4,2,2,0,559799,0,1,61.0
764,764,1000788,M,26-35,0,2,1,0,1129232,0,2,114.0
765,765,1000789,M,18-25,1,1,3,1,528098,0,1,59.0
766,766,1000790,M,26-35,17,2,1,0,143574,0,2,9.0
767,767,1000791,M,36-45,7,1,1,0,1932242,0,3,183.0
768,768,1000792,M,26-35,17,1,2,0,528563,0,2,54.0
769,769,1000793,F,36-45,14,2,1,0,768617,1,3,84.0
770,770,1000794,M,51-55,20,2,2,1,194722,0,5,24.0
771,771,1000795,F,36-45,14,1,1,0,559717,1,3,80.0
772,772,1000796,M,51-55,6,1,4,1,1875759,0,5,239.0
773,773,1000797,F,51-55,7,2,1,0,387544,1,5,46.0
774,774,1000798,F,26-35,20,2,1,1,1530439,1,2,184.0
775,775,1000799,F,26-35,5,2,3,1,226534,1,2,22.0
776,776,1000801,F,26-35,20,2,4,0,1374315,1,2,164.0
777,777,1000802,M,26-35,16,1,1,0,3136298,0,2,295.0
778,778,1000803,M,18-25,4,2,0,0,428406,0,1,31.0
779,779,1000804,M,26-35,20,2,0,0,201161,0,2,22.0
780,780,1000805,M,36-45,12,1,1,0,406830,0,3,47.0
781,781,1000806,M,36-45,0,2,3,1,442383,0,3,35.0
782,782,1000807,M,18-25,4,2,2,0,152094,0,1,15.0
783,783,1000808,M,26-35,7,1,1,1,1282092,0,2,161.0
784,784,1000809,M,26-35,17,2,1,0,505430,0,2,55.0
785,785,1000810,M,26-35,12,2,4,0,833537,0,2,73.0
786,786,1000811,M,51-55,0,0,0,1,392216,0,5,36.0
787,787,1000812,M,26-35,6,2,2,0,458367,0,2,48.0
788,788,1000813,M,18-25,4,2,1,1,210154,0,1,34.0
789,789,1000814,F,18-25,4,1,1,0,270433,1,1,21.0
790,790,1000816,M,46-50,0,2,2,0,1096236,0,4,121.0
791,791,1000817,M,18-25,4,1,2,0,2439162,0,1,226.0
792,792,1000818,M,18-25,4,2,2,0,957532,0,1,94.0
793,793,1000819,M,36-45,7,0,1,0,403459,0,3,31.0
794,794,1000820,M,36-45,7,0,1,0,729580,0,3,64.0
795,795,1000821,M,18-25,2,2,2,0,82484,0,1,11.0
796,796,1000822,F,26-35,1,1,0,1,1298399,1,2,168.0
797,797,1000823,M,26-35,0,2,1,0,573374,0,2,68.0
798,798,1000824,M,36-45,12,0,2,1,1537055,0,3,178.0
799,799,1000825,M,55+,1,2,4,1,151520,0,6,21.0
800,800,1000826,F,36-45,1,2,1,1,177886,1,3,17.0
801,801,1000827,M,46-50,2,2,4,1,133784,0,4,13.0
802,802,1000828,M,18-25,4,2,2,0,522927,0,1,66.0
803,803,1000829,M,0-17,19,0,2,0,982003,0,0,83.0
804,804,1000830,M,36-45,7,0,3,0,912814,0,3,96.0
805,805,1000831,F,46-50,0,2,2,1,273285,1,4,22.0
806,806,1000832,M,18-25,2,2,4,0,675478,0,1,100.0
807,807,1000833,M,36-45,7,2,1,1,126492,0,3,11.0
808,808,1000834,F,36-45,12,2,0,0,312462,1,3,31.0
809,809,1000835,M,55+,0,2,1,0,113536,0,6,14.0
810,810,1000836,M,26-35,11,0,4,0,209334,0,2,41.0
811,811,1000837,M,55+,7,2,1,1,420686,0,6,38.0
812,812,1000838,M,51-55,17,2,0,0,1062593,0,5,95.0
813,813,1000839,M,26-35,0,0,2,0,4681205,0,2,435.0
814,814,1000840,F,26-35,3,2,1,1,1263014,1,2,137.0
815,815,1000841,F,51-55,14,2,1,0,125438,1,5,15.0
816,816,1000842,F,18-25,0,1,3,0,162002,1,1,17.0
817,817,1000843,M,26-35,7,1,2,1,541172,0,2,65.0
818,818,1000844,M,26-35,0,1,3,1,478726,0,2,50.0
819,819,1000845,F,18-25,0,0,2,0,281780,1,1,29.0
820,820,1000846,M,26-35,5,2,3,1,1437863,0,2,138.0
821,821,1000847,F,26-35,7,1,1,1,194185,1,2,29.0
822,822,1000848,M,26-35,15,1,0,0,346688,0,2,30.0
823,823,1000849,M,26-35,3,1,2,1,429963,0,2,69.0
824,824,1000850,M,36-45,0,0,3,1,2589159,0,3,294.0
825,825,1000851,M,18-25,4,1,1,0,512132,0,1,45.0
826,826,1000852,M,26-35,5,2,1,0,139605,0,2,15.0
827,827,1000853,M,26-35,17,1,4,0,775330,0,2,59.0
828,828,1000854,F,26-35,16,1,1,0,2170792,1,2,290.0
829,829,1000855,F,18-25,2,0,2,1,2523649,1,1,338.0
830,830,1000856,F,46-50,6,1,1,0,291934,1,4,31.0
831,831,1000857,M,36-45,17,2,3,1,396537,0,3,41.0
832,832,1000858,M,36-45,14,1,4,0,1054281,0,3,107.0
833,833,1000859,M,26-35,12,1,4,1,717817,0,2,84.0
834,834,1000860,M,18-25,0,2,0,0,139334,0,1,21.0
